district,N,P,K,OC,pH,EC,S,Fe,Zn,Cu,B,Mn,temperature,humidity,crop,Soil_Type,Yield_tons_per_hectare
Perambalur,4,0,6,0,7.14,5,41,74,67,79,76,75,25,79,Rice,Red Soil,1.54
Perambalur,14,17,11,8,6.66,11,50,74,71,67,75,66,34,60,Mango,Black Soil,3.81
Perambalur,7,3,17,6,6.77,5,50,69,70,71,78,77,31,47,Rice,Alluvial Soil,1.87
Perambalur,11,6,15,9,7.01,5,41,71,75,78,68,65,35,60,Coconut,Laterite Soil,2.19
Perambalur,10,16,10,0,7.12,16,47,70,70,67,77,64,24,62,Coconut,Peaty Soil,2.29
Perambalur,6,7,1,17,7.25,18,44,72,76,64,74,83,29,47,Guava,Loamy,4.28
Perambalur,0,15,9,3,7.87,3,47,73,82,66,70,76,33,65,Guava,Clay,4.11
Perambalur,3,14,1,0,6.52,10,59,74,77,64,74,83,31,79,Rice,Sandy,1.8
Perambalur,17,0,17,19,7.95,17,55,64,77,71,84,70,32,80,Guava,Red Soil,3.22
Perambalur,12,7,0,17,7.24,8,45,69,73,80,78,68,26,68,Mango,Black Soil,3.49
Perambalur,15,3,11,1,8.13,10,44,81,67,75,83,79,35,68,Rice,Alluvial Soil,1.75
Perambalur,10,12,3,11,7.3,16,57,71,74,74,82,73,30,53,Groundnut,Laterite Soil,0.56
Perambalur,9,12,5,17,7.99,18,48,83,75,71,82,81,35,51,Millet,Peaty Soil,0.54
Perambalur,3,0,19,11,7.6,10,50,74,84,83,84,75,26,59,Maize,Loamy,1.23
Perambalur,18,12,6,19,7.84,7,51,64,66,69,82,78,27,47,Groundnut,Clay,0.5
Perambalur,15,4,9,13,6.79,14,53,80,64,73,64,66,28,57,Coconut,Sandy,2.2
Perambalur,0,18,10,0,7.73,0,45,69,78,76,64,80,27,50,Millet,Red Soil,0.56
Perambalur,19,13,10,9,7.36,14,53,77,79,67,80,84,25,67,Rice,Black Soil,1.87
Perambalur,5,3,3,0,7.68,0,49,71,81,79,77,73,34,75,Rice,Alluvial Soil,1.75
Perambalur,8,10,0,3,7.84,7,53,84,77,66,72,67,34,53,Groundnut,Laterite Soil,0.5
Perambalur,14,3,10,13,7.75,12,50,69,79,70,72,82,28,59,Guava,Peaty Soil,4.18
Perambalur,2,0,0,5,7.68,13,40,79,65,83,79,71,32,65,Mango,Loamy,3.18
Perambalur,4,2,17,7,8.29,2,44,77,84,83,77,75,34,79,Maize,Clay,0.95
Perambalur,9,16,1,4,7.83,7,59,69,67,84,84,76,34,55,Millet,Sandy,0.62
Perambalur,0,6,0,13,7.67,9,51,75,69,78,72,72,26,80,Rice,Red Soil,1.6
Perambalur,19,17,7,0,6.51,15,59,83,77,76,79,73,34,45,Rice,Black Soil,1.53
Perambalur,13,8,12,3,6.61,0,53,66,74,81,67,84,35,62,Mango,Alluvial Soil,3.54
Perambalur,4,16,6,15,7.11,0,42,64,71,78,79,82,31,47,Guava,Laterite Soil,4.13
Perambalur,13,4,8,10,6.65,17,55,81,67,76,74,79,33,80,Sugarcane,Peaty Soil,21.22
Perambalur,6,17,18,18,6.62,1,57,77,76,80,74,69,25,72,Coconut,Loamy,1.99
Perambalur,16,14,12,2,7.47,0,44,64,67,65,81,81,31,62,Mango,Clay,3.73
Perambalur,15,10,0,0,7.21,17,55,79,66,71,64,84,26,59,Rice,Sandy,2.01
Perambalur,7,6,14,17,7.63,16,56,83,70,66,82,75,31,68,Groundnut,Red Soil,0.55
Perambalur,7,0,8,0,8.06,9,51,71,84,68,74,82,26,45,Coconut,Black Soil,1.63
Perambalur,9,9,18,9,7.17,10,43,68,77,77,65,81,26,79,Coconut,Alluvial Soil,1.77
Perambalur,5,5,8,15,7.68,4,41,66,80,74,70,67,35,68,Groundnut,Laterite Soil,0.5
Perambalur,0,17,18,10,8.03,0,60,72,65,71,83,78,29,53,Rice,Peaty Soil,2.01
Perambalur,4,1,15,17,8.14,16,58,68,65,81,82,72,34,76,Rice,Loamy,1.69
Perambalur,0,18,11,19,6.81,13,60,74,68,72,69,84,29,63,Sugarcane,Clay,29.25
Perambalur,4,8,10,1,8.24,5,48,67,69,66,83,80,27,60,Rice,Sandy,1.8
Perambalur,10,5,17,0,6.97,7,59,75,74,66,67,80,27,75,Maize,Red Soil,1.29
Perambalur,0,13,16,11,7.27,8,45,77,66,65,76,76,29,47,Rice,Black Soil,1.81
Perambalur,0,18,13,0,7.56,7,45,76,71,64,68,70,29,76,Coconut,Alluvial Soil,1.86
Perambalur,3,16,12,11,7.45,10,54,79,79,73,68,82,35,56,Coconut,Laterite Soil,2.03
Perambalur,17,15,2,7,6.79,0,51,72,75,76,70,82,25,45,Sugarcane,Peaty Soil,21.81
Pudukkottai,10,7,0,5,8.27,8,59,88,92,91,94,94,32,55,Maize,Loamy,1.25
Pudukkottai,0,0,4,6,7.0,9,57,86,75,88,92,87,35,75,Coconut,Clay,2.0
Pudukkottai,0,4,4,0,6.99,0,55,79,94,92,87,83,33,79,Guava,Sandy,3.66
Pudukkottai,0,7,6,7,6.7,4,44,75,82,92,95,91,34,62,Rice,Red Soil,1.93
Pudukkottai,11,0,0,5,6.74,0,42,85,94,83,95,92,35,57,Rice,Black Soil,2.09
Pudukkottai,4,0,0,0,7.29,11,60,94,77,78,79,84,33,63,Mango,Alluvial Soil,3.34
Pudukkottai,0,11,10,0,7.24,0,60,89,84,85,90,94,26,75,Sugarcane,Laterite Soil,24.64
Pudukkottai,1,0,0,0,8.34,5,48,77,79,81,88,95,25,47,Guava,Peaty Soil,3.47
Pudukkottai,9,5,0,4,7.04,12,42,94,83,95,80,75,29,70,Rice,Loamy,1.86
Pudukkottai,4,8,0,0,7.44,10,45,82,81,87,77,80,33,80,Maize,Clay,1.03
Pudukkottai,0,0,0,2,8.33,0,56,83,88,89,90,85,25,70,Sugarcane,Sandy,20.77
Pudukkottai,4,0,11,0,6.97,6,57,81,84,87,75,95,32,64,Guava,Red Soil,4.59
Pudukkottai,5,1,6,0,7.82,11,60,79,75,86,91,93,29,51,Millet,Black Soil,0.6
Pudukkottai,11,0,12,6,7.23,0,60,94,75,87,91,83,28,67,Rice,Alluvial Soil,2.01
Pudukkottai,0,0,7,0,8.2,2,60,87,78,77,90,79,34,54,Mango,Laterite Soil,3.13
Pudukkottai,7,12,3,9,7.93,0,61,86,75,93,91,93,28,79,Millet,Peaty Soil,0.58
Pudukkottai,5,0,1,6,8.22,1,42,92,91,93,84,81,29,60,Rice,Loamy,1.9
Pudukkottai,0,11,2,5,7.68,7,56,86,88,91,91,88,28,56,Groundnut,Clay,0.5
Pudukkottai,12,2,0,8,7.95,7,59,93,79,94,93,90,27,68,Rice,Sandy,1.89
Pudukkottai,0,0,0,0,7.42,0,55,87,82,79,95,85,24,65,Guava,Red Soil,4.35
Pudukkottai,0,2,0,0,6.9,0,46,77,91,79,85,93,25,55,Coconut,Black Soil,2.17
Pudukkottai,3,0,0,4,7.98,0,62,79,94,76,83,76,26,56,Groundnut,Alluvial Soil,0.5
Pudukkottai,4,11,0,0,8.38,5,59,83,91,93,90,91,31,76,Coconut,Laterite Soil,1.74
Pudukkottai,3,4,6,2,7.6,0,60,85,88,83,79,94,32,64,Rice,Peaty Soil,2.04
Pudukkottai,0,9,8,0,8.13,0,54,88,95,85,75,89,32,54,Millet,Loamy,0.55
Pudukkottai,0,0,7,7,7.05,11,42,84,81,95,84,95,33,76,Millet,Clay,0.65
Pudukkottai,5,0,1,0,7.79,0,46,77,81,88,93,93,26,77,Maize,Sandy,1.05
Pudukkottai,12,0,0,0,7.57,6,43,90,82,79,79,91,32,67,Coconut,Red Soil,2.22
Pudukkottai,0,2,4,0,7.3,0,45,87,87,77,76,75,31,70,Coconut,Black Soil,2.31
Pudukkottai,8,5,6,10,8.3,0,47,77,92,95,94,90,30,66,Coconut,Alluvial Soil,1.91
Pudukkottai,0,0,9,0,6.58,0,44,92,91,88,79,80,25,75,Rice,Laterite Soil,1.57
Pudukkottai,12,7,1,0,7.12,3,62,89,79,76,86,75,32,74,Sugarcane,Peaty Soil,24.3
Pudukkottai,0,1,0,0,7.74,0,42,91,79,91,93,85,30,45,Rice,Loamy,1.72
Pudukkottai,3,10,8,9,8.46,1,58,95,83,76,78,95,27,56,Maize,Clay,1.23
Pudukkottai,1,4,3,0,8.36,0,48,91,81,88,75,83,32,66,Sugarcane,Sandy,21.58
Pudukkottai,0,9,0,7,7.14,0,51,89,76,83,88,82,25,60,Coconut,Red Soil,2.04
Pudukkottai,5,0,2,4,7.57,5,60,86,79,81,92,83,26,69,Guava,Black Soil,4.08
Pudukkottai,4,7,2,8,8.29,8,50,76,75,92,86,87,29,51,Groundnut,Alluvial Soil,0.5
Pudukkottai,0,0,0,7,7.02,0,59,93,80,78,84,79,25,55,Maize,Laterite Soil,1.21
Pudukkottai,0,8,0,0,6.86,10,52,92,94,86,83,80,26,74,Maize,Peaty Soil,1.24
Pudukkottai,5,0,3,9,7.15,11,42,95,82,90,91,95,30,65,Sugarcane,Loamy,28.84
Pudukkottai,1,6,0,6,7.6,12,45,81,84,76,86,84,31,61,Sugarcane,Clay,25.25
Pudukkottai,10,3,11,8,7.94,4,42,84,88,82,87,89,35,69,Maize,Sandy,1.04
Pudukkottai,1,6,1,8,8.5,2,49,85,83,93,95,76,32,62,Mango,Red Soil,3.51
Pudukkottai,0,11,9,0,6.95,1,57,82,75,89,80,89,35,75,Coconut,Black Soil,1.98
Pudukkottai,0,3,0,0,7.12,0,51,76,85,76,76,92,28,54,Guava,Alluvial Soil,4.15
Pudukkottai,10,8,10,0,6.75,12,59,81,83,81,80,75,24,46,Maize,Laterite Soil,1.1
Pudukkottai,8,6,8,9,7.14,0,49,89,82,76,79,78,34,47,Rice,Peaty Soil,1.78
Pudukkottai,0,10,5,0,7.11,4,51,95,80,78,79,93,28,48,Mango,Loamy,3.36
Pudukkottai,0,1,0,0,8.07,0,62,84,94,78,86,80,26,52,Groundnut,Clay,0.5
Pudukkottai,10,2,8,7,7.05,0,44,76,77,79,76,81,34,45,Mango,Sandy,3.4
Pudukkottai,0,0,5,0,7.69,0,48,79,87,80,86,83,30,50,Groundnut,Red Soil,0.51
Pudukkottai,0,5,7,0,6.76,6,56,83,81,90,85,79,30,61,Guava,Black Soil,5.04
Pudukkottai,3,3,0,0,7.69,0,43,90,82,75,95,91,29,62,Rice,Alluvial Soil,2.11
Pudukkottai,0,0,6,1,6.66,9,61,83,81,79,77,83,35,66,Guava,Laterite Soil,4.49
Pudukkottai,3,0,9,4,7.9,8,59,92,76,94,81,92,25,80,Maize,Peaty Soil,0.95
Pudukkottai,0,0,2,0,6.77,0,49,76,82,75,87,77,29,68,Groundnut,Loamy,0.55
Pudukkottai,0,11,0,5,8.35,8,58,81,92,81,90,92,25,54,Rice,Clay,1.56
Pudukkottai,0,7,0,0,8.26,0,48,78,93,88,81,94,29,49,Coconut,Sandy,1.74
Pudukkottai,0,0,5,10,7.37,0,44,79,78,76,84,91,29,55,Rice,Red Soil,2.15
Pudukkottai,0,0,10,2,7.42,1,56,82,75,81,80,76,26,52,Millet,Black Soil,0.66
Pudukkottai,12,0,0,0,7.45,0,47,95,87,93,78,82,31,72,Mango,Alluvial Soil,3.01
Pudukkottai,2,10,7,0,7.12,0,58,83,81,93,78,84,29,64,Rice,Laterite Soil,2.29
Pudukkottai,6,4,1,4,7.36,0,55,92,76,77,79,86,24,60,Rice,Peaty Soil,1.93
Ramanathapuram,10,0,0,12,7.52,9,26,46,41,38,36,33,24,60,Groundnut,Loamy,0.5
Ramanathapuram,0,0,0,3,8.08,7,15,39,36,46,31,49,34,78,Coconut,Clay,1.7
Ramanathapuram,0,6,5,2,8.44,11,22,31,34,34,36,34,34,74,Maize,Sandy,1.0
Ramanathapuram,5,0,0,0,7.83,10,14,33,42,45,32,49,27,74,Rice,Red Soil,1.51
Ramanathapuram,0,0,0,0,8.18,7,16,43,50,45,36,44,35,47,Coconut,Black Soil,1.57
Ramanathapuram,11,6,4,0,8.21,1,21,43,38,36,39,47,35,79,Sugarcane,Alluvial Soil,17.35
Ramanathapuram,0,5,7,0,6.89,7,19,31,45,38,50,38,30,54,Millet,Laterite Soil,0.66
Ramanathapuram,7,0,11,4,6.69,0,29,46,47,39,34,45,28,76,Guava,Peaty Soil,4.1
Ramanathapuram,1,5,5,0,7.0,0,29,37,41,44,35,38,29,47,Coconut,Loamy,1.99
Ramanathapuram,0,2,0,3,8.17,7,30,31,50,42,31,46,33,71,Groundnut,Clay,0.5
Ramanathapuram,0,0,0,2,6.97,1,18,31,48,32,40,32,30,51,Coconut,Sandy,2.18
Ramanathapuram,0,0,8,0,7.44,9,30,48,44,31,35,42,24,70,Millet,Red Soil,0.56
Ramanathapuram,0,0,8,5,7.74,1,24,40,38,34,36,38,24,73,Coconut,Black Soil,1.78
Ramanathapuram,2,0,3,0,6.75,6,24,42,31,33,31,46,27,69,Millet,Alluvial Soil,0.67
Ramanathapuram,7,4,9,7,6.59,11,31,43,42,45,32,45,34,79,Rice,Laterite Soil,1.7
Ramanathapuram,0,5,0,5,7.81,7,26,38,31,33,34,44,34,75,Rice,Peaty Soil,1.73
Ramanathapuram,0,2,0,0,7.42,1,28,40,50,48,43,43,33,70,Groundnut,Loamy,0.52
Ramanathapuram,0,0,6,0,8.17,5,14,36,45,41,40,37,28,49,Groundnut,Clay,0.5
Ramanathapuram,12,5,0,0,8.17,0,14,38,34,39,33,48,34,61,Rice,Sandy,1.89
Ramanathapuram,0,6,8,0,7.92,10,16,43,44,40,38,31,35,55,Groundnut,Red Soil,0.5
Ramanathapuram,2,0,0,1,7.5,3,16,31,32,43,48,50,26,46,Guava,Black Soil,3.43
Ramanathapuram,11,9,12,10,7.95,0,16,41,33,45,43,43,30,60,Rice,Alluvial Soil,2.08
Ramanathapuram,0,0,9,0,8.07,7,29,32,47,44,46,46,30,59,Mango,Laterite Soil,3.49
Ramanathapuram,0,0,0,0,7.95,0,22,30,47,41,40,50,28,65,Guava,Peaty Soil,4.01
Ramanathapuram,12,10,10,0,6.7,0,25,41,34,47,30,50,26,56,Maize,Loamy,1.41
Ramanathapuram,6,5,0,0,6.75,3,19,42,46,37,44,40,31,62,Coconut,Clay,2.45
Ramanathapuram,0,3,8,6,7.72,0,16,37,50,31,47,43,35,52,Groundnut,Sandy,0.5
Ramanathapuram,8,3,3,4,6.75,1,32,42,40,45,32,40,31,48,Groundnut,Red Soil,0.52
Ramanathapuram,8,0,0,4,7.04,12,21,37,38,43,49,47,31,55,Millet,Black Soil,0.76
Ramanathapuram,1,5,4,0,8.29,0,29,45,39,43,43,37,32,68,Guava,Alluvial Soil,3.54
Ramanathapuram,0,4,0,0,7.26,0,32,34,43,46,35,46,30,68,Sugarcane,Laterite Soil,29.52
Ramanathapuram,7,5,0,6,6.5,6,30,43,47,37,40,33,28,56,Rice,Peaty Soil,1.91
Ramanathapuram,0,0,0,12,7.42,12,27,36,50,35,36,40,26,55,Guava,Loamy,3.86
Ramanathapuram,10,0,5,5,8.45,12,13,30,30,49,48,35,29,64,Millet,Clay,0.62
Ramanathapuram,0,4,0,0,7.64,0,13,49,49,40,39,50,25,56,Maize,Sandy,1.2
Ramanathapuram,11,0,3,12,6.74,9,14,43,30,46,41,34,30,79,Millet,Red Soil,0.63
Ramanathapuram,9,6,7,0,7.22,10,31,41,35,30,32,40,25,48,Guava,Black Soil,4.11
Ramanathapuram,2,0,6,7,7.79,0,26,42,38,30,31,40,25,63,Sugarcane,Alluvial Soil,22.57
Ramanathapuram,3,11,3,10,8.01,10,25,50,45,48,30,40,25,59,Mango,Laterite Soil,3.36
Ramanathapuram,0,0,9,3,7.25,3,18,50,37,45,46,32,32,65,Maize,Peaty Soil,1.32
Ramanathapuram,0,6,6,3,6.51,0,32,37,36,47,33,36,31,66,Sugarcane,Loamy,27.71
Ramanathapuram,2,0,0,0,7.7,7,22,31,37,31,31,38,27,79,Maize,Clay,0.97
Ramanathapuram,0,0,2,10,7.83,3,29,36,47,39,50,48,24,62,Rice,Sandy,1.67
Ramanathapuram,0,12,3,0,6.58,12,21,42,30,41,45,36,25,53,Rice,Red Soil,1.66
Ramanathapuram,0,1,2,5,8.45,6,32,43,43,42,30,30,30,70,Maize,Black Soil,1.17
Ramanathapuram,1,0,3,10,6.92,2,22,38,38,31,33,30,31,69,Rice,Alluvial Soil,1.93
Ramanathapuram,0,2,0,11,8.06,0,12,36,31,40,49,43,31,48,Groundnut,Laterite Soil,0.5
Ramanathapuram,0,0,11,0,6.57,9,13,41,47,35,46,42,26,68,Sugarcane,Peaty Soil,25.23
Ramanathapuram,0,0,9,6,8.23,11,26,33,46,34,41,39,31,60,Rice,Loamy,2.05
Ramanathapuram,7,6,1,6,7.4,0,13,31,35,44,31,40,35,49,Guava,Clay,3.85
Ramanathapuram,5,5,4,0,8.02,0,12,45,39,48,31,47,24,53,Groundnut,Sandy,0.5
Ramanathapuram,11,0,0,0,6.51,2,20,33,49,32,30,40,29,66,Mango,Red Soil,3.58
Ramanathapuram,1,2,5,11,6.76,6,14,32,32,47,46,46,30,47,Rice,Black Soil,1.89
Ramanathapuram,0,1,0,10,8.31,0,14,43,37,34,37,32,33,48,Coconut,Alluvial Soil,1.63
Ramanathapuram,0,0,0,0,6.94,1,26,43,45,42,33,39,35,78,Mango,Laterite Soil,2.97
Ramanathapuram,5,0,7,0,7.44,3,30,31,43,37,44,30,30,65,Coconut,Peaty Soil,2.49
Ramanathapuram,0,8,12,0,6.81,6,32,49,48,37,44,40,25,76,Maize,Loamy,1.05
Ramanathapuram,6,7,8,8,7.61,5,32,50,41,43,35,39,28,80,Coconut,Clay,1.63
Ramanathapuram,0,5,3,0,6.85,1,13,38,33,38,44,33,34,45,Rice,Sandy,1.79
Ramanathapuram,8,0,1,0,7.86,0,29,34,32,45,42,30,26,75,Guava,Red Soil,3.31
Ramanathapuram,0,0,10,0,8.23,1,21,45,45,46,34,43,25,80,Mango,Black Soil,2.71
Ramanathapuram,0,0,0,8,7.6,0,12,43,46,31,38,44,25,61,Maize,Alluvial Soil,1.14
Ramanathapuram,10,11,10,6,7.61,0,28,42,37,39,40,44,27,45,Guava,Laterite Soil,3.72
Ramanathapuram,0,0,3,4,6.92,0,30,38,38,35,32,44,26,60,Maize,Peaty Soil,1.37
Chengalpattu,29,41,43,34,6.8,30,33,54,56,56,53,56,26,69,Maize,Loamy,1.75
Chengalpattu,25,25,25,26,7.37,34,44,56,51,55,41,56,35,72,Coconut,Clay,2.02
Chengalpattu,31,31,33,27,7.86,32,41,37,46,56,36,40,35,47,Millet,Sandy,0.63
Chengalpattu,27,26,41,41,6.98,41,32,43,50,38,46,56,26,76,Rice,Red Soil,2.31
Chengalpattu,36,30,38,42,6.87,38,50,36,49,52,49,50,25,55,Sugarcane,Black Soil,35.17
Chengalpattu,40,30,40,39,8.33,32,43,36,43,44,54,50,29,51,Millet,Alluvial Soil,0.91
Chengalpattu,39,41,45,45,7.2,45,35,47,40,50,55,47,26,70,Rice,Laterite Soil,3.1
Chengalpattu,28,39,40,26,7.01,29,47,50,39,44,49,38,29,48,Rice,Peaty Soil,2.52
Chengalpattu,33,29,38,26,7.82,27,43,37,36,51,56,46,28,69,Millet,Loamy,0.74
Chengalpattu,41,26,37,31,7.65,33,32,47,55,38,36,38,32,61,Guava,Clay,6.25
Chengalpattu,32,39,27,37,7.15,44,35,45,45,44,49,55,30,76,Rice,Sandy,2.54
Chengalpattu,25,42,34,38,8.43,36,44,53,44,43,51,44,25,66,Maize,Red Soil,1.58
Chengalpattu,41,32,44,37,6.77,44,50,42,42,46,47,52,26,61,Coconut,Black Soil,3.13
Chengalpattu,45,41,43,40,6.9,39,38,36,43,49,43,53,32,63,Groundnut,Alluvial Soil,0.87
Chengalpattu,31,35,30,42,7.77,26,39,52,47,52,48,43,33,72,Groundnut,Laterite Soil,0.58
Chengalpattu,33,43,44,43,7.24,44,49,36,47,52,45,39,29,62,Rice,Peaty Soil,3.61
Chengalpattu,45,36,25,39,6.64,43,34,41,53,53,46,55,24,48,Coconut,Loamy,2.63
Chengalpattu,28,44,30,44,8.47,43,38,46,50,50,54,55,32,64,Rice,Clay,2.43
Chengalpattu,40,41,30,32,6.89,32,50,50,50,48,37,36,27,66,Mango,Sandy,5.33
Chengalpattu,26,31,34,29,6.78,30,46,55,36,42,40,51,26,64,Millet,Red Soil,0.75
Chengalpattu,39,42,32,34,8.47,28,41,48,42,45,38,49,27,57,Groundnut,Black Soil,0.7
Chengalpattu,44,42,28,40,6.63,43,38,43,36,54,44,41,34,65,Rice,Alluvial Soil,3.11
Chengalpattu,26,43,45,42,7.66,41,51,47,55,38,53,44,35,67,Rice,Laterite Soil,2.9
Chengalpattu,38,40,35,29,7.15,25,44,56,43,40,44,52,31,64,Sugarcane,Peaty Soil,38.43
Chengalpattu,25,41,27,45,7.03,29,50,48,41,51,38,49,25,50,Maize,Loamy,1.39
Chengalpattu,33,25,44,35,7.65,34,42,36,42,40,40,51,24,61,Guava,Clay,5.04
Chengalpattu,37,36,28,30,8.42,35,47,44,56,51,51,56,28,67,Millet,Sandy,0.73
Chengalpattu,34,42,42,27,8.07,41,45,53,54,51,43,52,32,67,Rice,Red Soil,2.73
Chengalpattu,38,39,26,40,8.17,26,49,56,50,48,38,47,34,70,Rice,Black Soil,2.43
Chengalpattu,43,42,33,44,7.54,27,41,56,53,49,53,39,30,49,Mango,Alluvial Soil,5.31
Chengalpattu,40,43,30,29,7.7,36,44,54,47,47,45,53,26,60,Guava,Laterite Soil,6.59
Chengalpattu,26,32,37,31,8.01,30,39,38,41,48,40,41,34,63,Coconut,Peaty Soil,2.31
Chengalpattu,26,41,36,37,7.32,29,35,55,48,37,44,56,35,73,Mango,Loamy,4.45
Chengalpattu,25,28,43,45,8.2,29,43,41,47,36,37,47,29,73,Sugarcane,Clay,27.33
Chengalpattu,27,35,37,44,8.12,33,41,39,50,54,48,45,30,64,Sugarcane,Sandy,32.77
Chengalpattu,43,25,42,31,7.48,42,50,55,53,39,51,36,24,70,Sugarcane,Red Soil,31.55
Chengalpattu,26,38,36,29,7.85,34,41,43,43,37,40,50,28,51,Groundnut,Black Soil,0.63
Chengalpattu,35,44,32,45,7.59,44,46,45,40,49,43,49,30,70,Mango,Alluvial Soil,4.82
Chengalpattu,31,37,41,44,8.0,31,41,52,39,37,47,37,24,53,Groundnut,Laterite Soil,0.69
Chengalpattu,41,33,43,27,6.81,33,33,37,40,56,47,50,34,53,Sugarcane,Peaty Soil,37.35
Chengalpattu,40,29,42,32,8.47,37,38,38,40,55,38,54,30,78,Guava,Loamy,5.17
Chengalpattu,33,45,42,36,7.18,37,44,47,49,45,41,48,29,48,Mango,Clay,5.46
Chengalpattu,35,28,43,43,6.65,27,38,44,41,49,56,44,25,71,Rice,Sandy,2.37
Chengalpattu,45,40,41,39,8.15,29,48,37,49,41,44,48,28,67,Guava,Red Soil,6.39
Chengalpattu,40,30,38,37,8.1,36,50,48,36,48,51,49,28,76,Sugarcane,Black Soil,31.45
Chengalpattu,34,44,25,40,8.35,28,47,55,39,37,38,45,31,47,Rice,Alluvial Soil,2.06
Chengalpattu,38,35,25,32,7.89,43,43,48,42,49,40,39,25,80,Millet,Laterite Soil,0.63
Chengalpattu,39,43,38,33,7.46,33,47,38,48,49,48,49,29,61,Coconut,Peaty Soil,3.61
Chengalpattu,29,37,25,42,7.04,38,32,40,50,39,43,49,35,67,Millet,Loamy,0.79
Chengalpattu,37,34,38,36,6.68,27,42,51,48,40,42,42,34,49,Rice,Clay,2.78
Chengalpattu,33,43,31,34,8.12,40,44,38,42,46,50,46,33,55,Guava,Sandy,6.1
Chengalpattu,37,33,33,27,8.42,26,50,38,38,50,54,37,27,80,Guava,Red Soil,4.7
Chengalpattu,44,39,36,37,6.84,39,33,36,38,43,41,54,31,80,Millet,Black Soil,0.84
Chengalpattu,30,26,44,26,7.93,40,48,52,39,39,41,42,29,79,Coconut,Alluvial Soil,2.59
Chengalpattu,39,28,28,36,8.45,30,52,39,54,54,41,48,35,72,Coconut,Laterite Soil,2.29
Chengalpattu,40,38,36,38,7.82,43,38,53,41,42,36,38,31,72,Millet,Peaty Soil,0.88
Chengalpattu,35,38,26,43,6.93,39,33,45,50,54,47,53,27,75,Guava,Loamy,5.72
Chengalpattu,31,32,29,44,8.29,34,47,42,56,36,40,44,24,53,Rice,Clay,1.85
Chengalpattu,33,44,29,41,7.78,35,41,48,47,37,41,40,29,55,Sugarcane,Sandy,34.03
Chengalpattu,45,43,31,44,8.34,38,45,42,45,38,46,45,31,78,Mango,Red Soil,3.99
Chengalpattu,39,39,36,36,7.12,45,44,54,50,46,39,40,28,47,Guava,Black Soil,6.07
Chengalpattu,40,32,44,25,7.29,33,44,52,43,53,42,56,30,65,Rice,Alluvial Soil,2.99
Chengalpattu,28,30,39,30,7.17,45,41,55,46,52,53,49,30,72,Sugarcane,Laterite Soil,30.59
Chengalpattu,41,27,36,29,7.58,35,45,38,54,42,46,39,27,45,Mango,Peaty Soil,4.44
Ranipet,0,6,3,0,7.05,6,44,17,20,16,21,17,25,61,Mango,Loamy,3.81
Ranipet,0,0,0,0,7.13,1,53,16,7,7,23,8,27,75,Rice,Clay,1.94
Ranipet,0,0,6,0,7.78,8,52,9,19,10,14,26,25,48,Guava,Sandy,3.36
Ranipet,0,0,3,5,7.92,0,57,12,16,19,11,14,28,52,Sugarcane,Red Soil,25.53
Ranipet,0,0,6,1,7.65,1,48,20,21,21,25,23,35,79,Guava,Black Soil,3.63
Ranipet,6,2,5,7,8.33,0,63,7,13,26,15,20,28,68,Maize,Alluvial Soil,1.14
Ranipet,0,3,0,0,7.1,8,47,23,18,13,9,26,29,69,Guava,Laterite Soil,4.09
Ranipet,1,6,0,3,7.85,0,46,9,24,26,11,26,32,69,Guava,Peaty Soil,4.12
Ranipet,0,0,0,0,6.81,0,60,14,12,27,9,19,29,49,Rice,Loamy,2.11
Ranipet,3,0,0,6,8.3,0,53,11,10,8,20,19,27,64,Rice,Clay,1.77
Ranipet,0,8,1,2,8.11,9,43,19,9,25,23,18,30,59,Guava,Sandy,4.43
Ranipet,3,9,0,1,8.42,10,61,16,25,8,13,13,28,72,Mango,Red Soil,2.95
Ranipet,0,3,0,0,6.51,9,55,22,10,13,18,22,30,48,Groundnut,Black Soil,0.5
Ranipet,0,6,3,0,6.59,10,62,14,13,9,20,7,30,46,Sugarcane,Alluvial Soil,25.94
Ranipet,0,0,0,0,7.94,10,46,16,14,24,16,7,25,45,Maize,Laterite Soil,1.07
Ranipet,6,5,0,2,7.46,0,60,26,25,18,13,26,27,60,Coconut,Peaty Soil,2.04
Ranipet,1,8,0,0,8.03,0,63,17,23,24,15,25,26,77,Rice,Loamy,1.64
Ranipet,5,0,0,0,7.19,1,47,7,10,14,24,13,31,61,Maize,Clay,1.56
Ranipet,8,0,1,0,6.65,0,49,27,26,22,22,13,32,51,Coconut,Sandy,2.01
Ranipet,7,1,6,9,7.33,7,44,9,12,23,8,11,26,75,Rice,Red Soil,1.85
Ranipet,1,0,0,0,7.7,0,48,20,27,8,26,19,33,62,Sugarcane,Black Soil,25.48
Ranipet,0,0,0,0,7.42,3,50,10,20,15,11,12,26,77,Sugarcane,Alluvial Soil,21.49
Ranipet,0,5,0,1,8.4,0,43,18,18,27,23,16,34,50,Mango,Laterite Soil,2.88
Ranipet,0,2,0,0,8.18,0,58,18,27,7,23,21,31,47,Sugarcane,Peaty Soil,21.25
Ranipet,0,3,0,2,6.79,0,63,24,7,23,23,18,33,61,Groundnut,Loamy,0.56
Ranipet,0,1,0,1,7.23,10,53,21,8,21,20,15,30,52,Coconut,Clay,2.45
Ranipet,0,0,0,5,7.28,4,50,19,14,15,9,25,28,52,Sugarcane,Sandy,23.75
